6930852010050064908,7529372537998789881,8152152217494818284,13227106888411681471,6809045959314285142,10221190878036549896,11877497599967310544,10648691894326764266,4118079131889366230,14401606672431471897,3069596191706851628,2514758212782044979,14445788579669036416,17219248215631682590,12665423821493931604,17154543782146646108,319937626911301270,16531813575291398939,8449408305369449944,12343678239591274294,17493723091039194971,3473262843684986570,4619550082711379591,2249554169017763709,1331351397334480979,13692594269832065406,6408619172613057824,458576379097150606,5998252405417038102,2695323188459021433,5006756325024410348,99705
1907492143519774042,1670065276808411872,9673843516999573950,8491557637330067453,9422995113826094,4716459390465236746,16382494426152294038,3918466563876769887,8798464935160626931,16573453197797781565,15977931489602149913,16366024861965570048,4537089077565183922,9331666105586300698,17726963278051727109,17477380660553813086,7968958499324781582,11074870840777475699,13985501318188787388,2171750654974108846,619806926476472428,5315958669205292429,15503260472663652704,1214625038927189316,8400513576961225349,7099213895998398699,12795745925531079754,12296641108965981558,13987981239204940645,5986289359633073712,8886345240802941010,109458
14432346002154365093,2446734968782021636,14003757254834672624,9043564028515672314,4485326600912259960,1307741511618959988,8099586537590322349,17608863341524992026,6089968765392922359,8536525322518610498,8063068009618622355,17042346650087646298,615547134216273112,10986666133266348252,9607244847282778075,7409202627206992868,5871274514075441841,10852697385892022127,4132267690992790616,15469335500218451705,2092864875242384314,10191919432519687517,10214150930920570732,9735002293765351555,16263576942567495472,8307951601310894368,3866115791022279029,15770337324769088876,13263563585093480471,10215180796311011004,12192226282874279457,80472
10161097699431752378,2211375046887724335,9450382011909116654,172671476878309106,18111002818207992184,8167677876616780350,13522121097855955580,9583896738214548916,10921400043804328900,4050858290943734464,11265315261539149696,1786972769378816453,12084762445030080968,10816036586732612586,12332984007421336969,3329323235422981419,2684094737517499751,2045153305800676861,15229315616770266684,7257852504439508297,4238690413975962754,16917210923812695117,7057589800782948484,13700326458785396757,17935665505909917406,5515309964360227696,4010173760052600327,12996153876065914376,8911588574637751153,10989319855405285898,9175669664175036127,75510
3176627084203807987,11905171875808165153,14552271646392922208,1392140883147213092,15098010383787018170,9152769583924830371,15625573710397323747,12901144895881020258,12862150020768070860,6933028602897378371,2371306683373351724,2451360208864774823,7671873507539408819,5047066342553947968,2845231372988014417,14624142158017776475,2047161237761689103,9455942077261085468,9797532816099881585,15250499295738784844,6794076914840026605,17833391314532563631,17569396315296597581,3022944513706613657,2746818273703197028,9952843288224624357,16152280152300632936,364740284613100181,18381814446203528479,10829457049234167439,17700330500033772093,128079
15239754472419309693,15553493369343770727,5250854718001445136,4629501126565094368,16397535479423262838,10158281082105800573,5049673231175129702,9732784441924812379,18421415847344433331,5683705980676272217,12282131779349625447,1408811392932754030,17572943219256373418,5940784099107642388,9960022068118003405,17184090017526903797,5617897835231121267,13135319617934481085,3597795236025101956,7308867453686841054,8911363373321039651,5873307960471143183,11149609372293329098,13773629295889332212,11854123836769862672,3238734241285433433,11123286593603701168,6831596173179034699,4937361940981332881,4048061124362525321,6905562871091689714,98904
15476878368715177812,14714529316288431300,11276921926090580836,18309167567108854988,10500999055690849136,5005282066739280660,18148277327342998847,2586200824855780729,3753020736039320575,282555334975303251,17488293783012802125,321743912618623891,16108024881453930248,5245301054740043769,97022117987227639,9669721095424663625,16171738719007851678,5166655390053012004,2086020116809586454,7832618229525763944,3374251731220303313,3602279914006730026,1026335525254108678,614558245139026901,7990217420315575795,17221658808409682900,5715434964580105650,9297959454239795893,7011799168646831831,6977241711153775781,13318353599690047556,119970
3890476547098209412,7896105734548022917,6855422638087525539,15753245643784768206,12119417635646280273,8849422106717674813,4030636014882891672,17998675907837872356,13461872877122085819,8932781190574586159,9494427235330325561,11501692924093820867,679143087601911540,9275071215342574352,15232179743568028306,12980334956235955150,8639386392594832058,16517653299647104593,5948536934132208765,17958133221589776065,9451747746713654730,8713342445886132677,15369029420911777879,18369617723555762669,9555650101734955509,17762836400951289213,9632282117169081135,6760408140218583300,12779446160848549568,9180630634305789292,3938531803579197911,113493
8759923689806775810,11100061486827494714,9765988787837592695,6145838713721324655,9209527513576047047,81731548157121874,5902587433368163370,9352886807919976436,6574795878941013562,3492090220016987358,8203101737052150314,8386435001161816508,11348028751932583300,12454334080358217815,11206786196382243261,7879063596927804376,11400613818968773510,9874550312083379631,15169394529403262941,369814559735372626,17827257971076932431,13408080036930087583,6237628772907881571,8153410763613895313,501833034303189343,13624329480932712966,16231877354729408503,2476148261684905257,4626970765067839675,5395044924461171652,10632342418816197839,117523
17465242367934958430,11342440399248676750,2461163872287453757,9063104148372341002,8106224536422670527,15031942832830411184,17772426952639509836,3500617132323148550,16865542071751412162,3161080078903198043,11575015649909406127,15123463631673812285,8986908323754643806,9717272916487980043,5338912298349292806,14043674323361144745,6983572817383491811,16483472393510884351,11217893093180745582,16095584391722394841,14963344507565280408,17856159633120901367,6357090438843223693,14004667441741003816,15311019878125542892,12698578959776991605,3946969983329433803,14012698136710286504,137085093013218770,17403829924262133098,8777313659788700361,118156
1153751965700772443,4208078530454040677,15794129849909322203,17494313066329629199,9041180581183361275,10949406853315318618,14172958671696853926,17643356679661804425,4645707351562512624,11280492133279239029,2449531854060052458,16416047135949954409,18153256802435744248,10627556854755050831,15247350632938448127,5655318723585477151,5012580000639615181,17720012789148059254,11887897257045187330,11588101239383379110,12140818577300490451,5116202611754961231,8398685767818977110,9952745088370085434,10891591570548351805,5402101676396222961,4140538591646095813,7739237947547241935,64918802867476237,8550876687580472166,1027955413218505318,95356
3779737813708236850,12123323012358029480,16077598590436357628,17201485314923469801,18006791954475129206,17469836123674690060,750511443706527103,14205364444947747470,10301712007689715021,17928544575179868145,16969298441370986596,11214639463182610903,383874395615904086,10529039685742576934,14903376261373260441,2285062526369472426,5744530173010620057,8865598287649997197,641014263070583448,10242869888579460848,12946883146192108018,9001407266516886579,8795619903985339613,16642854089188826450,11521439826667295475,10600589895451216276,9527446088836388008,18397485816706607034,2834142786386763405,9978786879740437874,7435581890579690481,71599
2007320212578434101,5720500254389075666,6727614757248852992,6357742663323725487,8151868843603734519,16610036873121382423,320337223218276913,1620665092013441782,2577135269007752242,13882056980300765449,10318419169037428561,2153927314199820338,14016448515535565703,18216968482091622040,14340634678087065772,10305963967491587088,17121222022410561758,7425947230150766243,6959018259554624286,8035179581768219449,18148075883210033028,5507333948804376476,8730629873511270755,1538941962124398994,16809879382329801825,14636417506046755888,892339382977123105,9360697369353901751,1341793332043601219,13233763672894818825,6808000437310984392,119180
4438943995877891185,4894246152504657069,17188303004567216201,5812291300644608432,12244335708274851538,16921419423621106704,12376351093353849634,12612364145982990861,9135414335698103204,5234413863948437656,12515616427892384982,10832664421016538876,13680533536265428839,14758625362548590480,10201741835950477540,13232629838844264713,5145311787096099683,3298671916135842961,17153193983913134314,4731962977453433647,7289993106096559854,9418746154606012163,13209855052596187038,4977847560258068459,7251877497515355792,12462182927771127836,16092919274627220225,1567867831010691204,7597648096722379063,2249064261446648780,4490929694166833365,101232
13585696933884149000,12288151953234874993,9815682157494640117,4848276060901982117,15824787807146973759,3574375299972510295,17697744831230715047,9497424255520290409,8869098233621977643,5132131466385520627,7863883789823603567,15271304191851054544,8518978348533582525,4310004321903519745,11714591624798968301,1109750064811229594,12688747890529569006,14215020135505297940,9544504809258109071,16337774262580980256,5822603803700826093,7679196879133228279,7758540575177502209,1787041628970120722,13301294642539105048,14666199405430588657,4699175654771239994,14344529024295504624,4897956808488241417,5925603847879714298,6213619894502315183,115975
14421743213067167652,1443266425049005706,6946455990334649534,15984954758222365015,12780247844110714782,10868578485050696715,685460183627633823,10901113863183746498,14136349212991548682,10154728395564265831,5590043946956467635,12366174285506509733,2084619113999970095,8707781875131073451,13693384398054056182,9439249525461940252,11526949466030201179,4346088316931020174,10271068048996199240,2735883036852969949,4706827818548923029,7259164493841432377,11663732343949445026,8731557393607926018,17001265586952379105,14234086189563472805,9530845985526291692,543730667658922949,12322648317492153844,9418786820082574575,3686989258371092397,101082
17422305084281737507,12101379400307868586,11601903152028069634,17122049693347697431,6823131060573111922,423816262898964775,7472524184952228099,3444812248983994930,325407174564155714,16428292666320739754,7563641640322745958,15935647331041195883,6104149692887827976,11569132288780430467,12277973990879380375,17737245014304116628,13606563072220217754,10702332266897893110,16454980668776468142,4542278936685287119,18012427856751287241,1438213598616691328,15154177867091852050,12654332660022898856,11418330732370183466,12489291807574672255,8416576877823521157,9555202626194153029,1885479105730539020,13315282822838958154,15853136606407668274,111684
15301904990732651832,9288027647002384099,16228782974755714862,14621671554471765905,6062788372088896893,17614895268129809697,18060772224734684634,6022208612979058832,14879903286950964612,8848174338207787399,11808338171259070429,10507113231399789113,15184010127723168571,11930491773966386100,5926459732063414116,18288667096090598499,6030255417914332012,8071441338059890610,10734530678559969261,2954418810165432909,10583610169342322898,11700684056622021607,11388932239469802103,8184312748653691314,9957450293456733672,11429546271548701653,9440758607120587302,9354571792098195187,7647408276733979502,16195771933137490569,2926831712007790850,129482
15600019304865720886,11578455794093644617,1663776610414733247,1234031582226247864,1392890591197482096,8937328929577369708,10719003894646583868,2909762702803564288,1307372781126646379,5190567550432789213,12757587823767655859,14668917291551474788,15567228409814455975,4482633648583067065,9168933599695291527,8398614201069963972,5209171570133340748,10587111256895005817,3022972271547786353,8932222850891610170,693912889551771891,10881944430442332429,17887155468491171296,4181685665786418424,17332678918764149557,14654453528086961011,4946118237654500911,12616807144547602004,17135850737204612324,13593078378067263311,1386897937442506540,128283
10338502683850237631,3568439208860475705,13911557904037242339,3111577151204334338,14224178482375954703,3538196814697190427,12866675183409493666,11027789583760132533,5536218106767387475,3029399199662604840,14432653573435058057,15648087951766489270,662632340587853306,3245775782304987556,13326640103613986555,11672168276650730891,15350778601362098320,10096937588489885832,5839558767747281781,4351405089137961845,17990662523082247547,2290245221310071886,11358307850378803236,3014648167573638391,4443718809199049099,221092794161692970,580043526956824425,14068493621156983870,9053746967360756095,14793095315626691055,11179365638767206577,98420
